"Beverage ID";"Ingredient ID";"Country";"Ingredient";"Ingredient Category";"Labels";"Stage";"Impact Category";"Indicator";"Unit";"Value";"Value Unit";"Monetary Value";"Reference";"Salepoint"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Human carcinogenic toxicity";"kg 1,4-DCB";0.0016224067306668327;"CHF2023/kg";0;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Human non-carcinogenic toxicity";"kg 1,4-DCB";0.06106027295720824;"CHF2023/kg";0;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Ionizing radiation";"kBq Co-60 eq";0.0007216255215058061;"CHF2023/kg";0;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Land use";"m2a crop eq";0.029283432083311047;"CHF2023/kg";0.003146271995952476;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Marine ecotoxicity";"kg 1,4-DCB";0.0022793804303922875;"CHF2023/kg";0.0000044741585092509035;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Marine eutrophication";"kg N eq";0.00004136872579726249;"CHF2023/kg";0.0006196994296031263;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Mineral resource scarcity";"kg Cu eq";0.0001777295792947151;"CHF2023/kg";0.0000409454384285585;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Ozone formation, Human health";"kg NOx eq";0.00011023652664061184;"CHF2023/kg";0;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Ozone formation, Terrestrial ecosystems";"kg NOx eq";0.0001145583428536393;"CHF2023/kg";0;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Stratospheric ozone depletion";"kg CFC11 eq";0.00000017133161596671788;"CHF2023/kg";0.000010248422579492195;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Terrestrial acidification";"kg SO2 eq";0.00038209422849328677;"CHF2023/kg";0.0019026480739656538;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Terrestrial ecotoxicity";"kg 1,4-DCB";0.11876387941059728;"CHF2023/kg";0.000036808369495929124;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Environment";"Water consumption";"m3";0.004275037615928463;"CHF2023/kg";0.005873980916106897;"Ecoinvent (3.8), ReCiPe 2016 Midpoint (H), Coffee green bean production, arabica (Brazil), Fonctional unit: 1 kg grean coffe bean; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in hazardous work by sex, age and coffee activity [5-11]";"FTE-child/kg";0.0000000004056279155019276;"CHF2023/kg";0.00001051822621688426;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in hazardous work by sex, age and coffee activity [12-14]";"FTE-child/kg";0.0000000007368071082609854;"CHF2023/kg";0.000008373122441200524;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in hazardous work by sex, age and coffee activity [15-17]";"FTE-child/kg";0.0000000028479577035315507;"CHF2023/kg";0.000032364370934629065;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in non-hazardous work by sex, age and economic activity [5-11]";"FTE-child/kg";0.0000000003608791130540178;"CHF2023/kg";0.0000036946759279435036;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in non-hazardous work by sex, age and economic activity [12-14]";"FTE-child/kg";0.0000000006040828866982438;"CHF2023/kg";0.0000014853008838504453;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in non-hazardous work by sex, age and economic activity [15-17]";"FTE-child/kg";0;"CHF2023/kg";0;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Labour force to be audited for child labour";"FTE-child/kg";0.000000005920316726798987;"CHF2023/kg";0.000000052294017261740024;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); Our World in data, Average weekly working hours of children, 2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Children in work by age and not attending school";"children/kg";0.000000002528916299938633;"CHF2023/kg";0.000058522574585757825;"International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Prevalence of modern slavery (forced workers, most severe)";"FTE/kg";0.000000006858585969618464;"CHF2023/kg";0.0008715266023246964;"Global Estimates of Modern Slavery: Forced Labour and Forced Marriage International Labour Organization (ILO), Walk Free, and International Organization for Migration (IOM), Geneva, 2022, ISBN: 978-92-2-037483-2 (web PDF); World Bank, Annual Population, 2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Labour force to be audited for forced labour";"FTE/kg";0.000000006858585969618464;"CHF2023/kg";0.00000006058172723476549;"Global Estimates of Modern Slavery: Forced Labour and Forced Marriage International Labour Organization (ILO), Walk Free, and International Organization for Migration (IOM), Geneva, 2022, ISBN: 978-92-2-037483-2 (web PDF); World Bank, Annual Population, 2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Prevalence of Forced workers in situations of debt bondage";"FTE/kg";0.0000000021261616505817236;"CHF2023/kg";0.000037121364793325876;"Global Estimates of Modern Slavery: Forced Labour and Forced Marriage International Labour Organization (ILO), Walk Free, and International Organization for Migration (IOM), Geneva, 2022, ISBN: 978-92-2-037483-2 (web PDF); World Bank, Annual Population, 2024; FAOSTAT, Land-use, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. IRLEX, Legal Database on Industrial Relations, Brazil (2021); World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Female workers with denied maternity leaves";"USD2023/kg";0.00000000019132422110317847;"CHF2023/kg";0.00000000018743914040502273;"World Bank, Inflation (annual %), 2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; Estimates; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; World population review, Maternity Leave by Country, 2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; True Price, Monestisation factors for true pricing (2023)";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Workers with denied paid leave";"USD2023/kg";0.00000002412555448817291;"CHF2023/kg";0.000000023635654539625586;"World Bank, Inflation (annual %), 2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; Estimates; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022, none: Conservative, conventional, Sustainability Impact Metrics (a spin-off of Delft University of Technology), The eco-costs of land-use, 2024; Employing Workers, Doing Business: Measuring Business Regulations. World Bank Group, 2014; True Price, Monestisation factors for true pricing (2023)";"EPFL, Rolex centre, Le Klee"
"Espresso, Klee";"Conventional Brazilian Coffee";"Brazil";"Coffee";"Arabica";"none";"Coffee Cultivation";"Livelihoods";"Workers with denied paid leave";"USD2023/kg";0.00000000787653397637048;"CHF2023/kg";0.000000007716590975199384;"World Bank, Inflation (annual %), 2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; International Labour Organization. ILO modelled estimates database, ILOSTAT. https://ilostat.ilo.org/data/. Accessed 14-10-2024; Estimates; FAOSTAT, Crops and livestock products, Yield, Coffee beans, 2022, none: Conservative, conventional, Sustainability Impact Metrics (a spin-off of Delft University of Technology), The eco-costs of land-use, 2024; Employing Workers, Doing Business: Measuring Business Regulations. World Bank Group, 2014; True Price, Monestisation factors for true pricing (2023)";"EPFL, Rolex centre, Le Klee"
